,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,cidade,data_scraping
3534,31,"Praça Cassiano Nogueira, 28 - Chácara Klabin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.335 /mês,R$ 511,"Ar-condicionado
Cozinha
Elevador
Varanda
Gerador elétrico",São Paulo,"September 20, 2021 16:46"
3535,49,"Rua Antônio Borges - Parque Edu Chaves, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 450,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 16:46"
3536,49,"Avenida Raimundo Pereira de Magalhães, 2199 - Jardim Íris, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.350 /mês,R$ 300,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...",São Paulo,"September 20, 2021 16:46"
3537,43,"Rua Heitor Penteado, 2114 - Vila Madalena, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.900 /mês,R$ 699,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 16:46"
3538,38,"Saúde, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.250 /mês,R$ 420,"Piscina
Churrasqueira
Área de serviço
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:46"
3539,35,"Rua Pedro Taques, 99 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.250 /mês,R$ 497,,São Paulo,"September 20, 2021 16:46"
3540,28,"Rua Quatá - Vila Olímpia, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 2.698 /mês
R$ 649.889",,"Piscina
Mobiliado
Varanda
Ar-condicionado
Armário na cozinha
...",São Paulo,"September 20, 2021 16:46"
3541,55,"Alameda Ministro Rocha Azevedo, 38 - Cerqueira César, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 4.900 /mês,R$ 908,"Piscina
Mobiliado
Elevador
Academia
Ar-condicionado
...",São Paulo,"September 20, 2021 16:46"
3542,36,"Rua Apeninos, 471 - Paraíso, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.565 /mês,R$ 815,"Interfone
Lavanderia
Salão de festas",São Paulo,"September 20, 2021 16:46"
3543,45,"Vila Santana, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,"R$ 980 /mês
R$ 320.000",R$ 668,"Academia
Piscina
Salão de festas",São Paulo,"September 20, 2021 16:46"
3544,102,"Rua Manuel da Nóbrega - Paraíso, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 3.800 /mês,R$ 1.400,"Varanda
Academia
Jardim
Área de serviço
Playground
...",São Paulo,"September 20, 2021 16:46"
3545,39,"Rua Sebastião Gil - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 908,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:46"
3546,1250,"Rua Jaime Costa, 425 - Morumbi, São Paulo - SP",6 Quartos,9 Banheiros,12 Vagas,R$ 70.000 /mês,,"Piscina
Elevador
Condomínio fechado
Academia
Ar-condicionado
...",São Paulo,"September 20, 2021 16:46"
3547,70,"Rua Doutor Nicolau de Sousa Queirós, 839 - Aclimação, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 1.850 /mês,R$ 565,,São Paulo,"September 20, 2021 16:46"
3548,48,"Rua Doutor Paschoal Imperatriz, 105 - Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 3.600 /mês
R$ 750.000",R$ 550,"Piscina
Churrasqueira
Varanda
Garagem
Salão de festas
...",São Paulo,"September 20, 2021 16:46"
3549,40,"Rua Cunha Gago, 83 - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 1.900 /mês
R$ 550.000",R$ 828,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 16:46"
3550,28,"Rua Anhaia, 871 - Bom Retiro, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 513,"Piscina
Churrasqueira
Varanda
Quintal
Ar-condicionado
...",São Paulo,"September 20, 2021 16:46"
3551,45,"Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 570,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 16:46"
3552,60,"Chácara Inglesa, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 680,Academia,São Paulo,"September 20, 2021 16:46"
3553,90,"Rua Pelotas, 214 - Vila Mariana, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 2.850 /mês,R$ 1.285,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:46"
3554,126,"Avenida Hélio Pellegrino, 26 - Vila Nova Conceição, São Paulo - SP",3 Quartos,3 Banheiros,3 Vagas,R$ 7.340 /mês,R$ 2.228,"Playground
Quadra poliesportiva
Salão de jogos
Salão de festas",São Paulo,"September 20, 2021 16:46"
3555,44,"Água Branca, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 350,,São Paulo,"September 20, 2021 16:46"
3556,120,"Avenida Ibijaú, 199 - Moema, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 1.200,"Varanda gourmet
Piscina
Jardim",São Paulo,"September 20, 2021 16:46"
3557,100,"Rua Doutor José Áureo Bustamante, 183 - Brooklin, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 3.800 /mês,R$ 1.168,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",São Paulo,"September 20, 2021 16:46"
3558,134,"Rua Balthazar da Veiga, 300 - Vila Nova Conceição, São Paulo - SP",2 Quartos,3 Banheiros,2 Vagas,R$ 10.000 /mês,R$ 1,"Mobiliado
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:46"
3559,64,"Rua Capote Valente, 0 - Pinheiros, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 1.290,"Piscina
Elevador
Academia
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 16:46"
3560,10,"Rua Relíquia - Jardim das Laranjeiras, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 110,"Interfone
Próximo a escola",São Paulo,"September 20, 2021 16:46"
3561,89,"Rua Deputado Lacerda Franco, 365 - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 2.200 /mês,R$ 350,,São Paulo,"September 20, 2021 16:46"
3562,90,"Avenida Macuco, 654 - Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 980,"Elevador
Condomínio fechado
Varanda
Aceita animais
Jardim
...",São Paulo,"September 20, 2021 16:46"
3563,90,"Rua Haddock Lobo - Jardim América, São Paulo - SP",2 Quartos,3 Banheiros,1 Vaga,R$ 4.000 /mês,R$ 1.400,"Elevador
Condomínio fechado
Varanda
Jardim
Salão de festas
...",São Paulo,"September 20, 2021 16:46"
3564,52,"Rua Nossa Senhora do Bom Conselho - Chácara Nossa Senhora do Bom Conselho , São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 526,"Piscina
Churrasqueira
Varanda
Academia
Playground
...",São Paulo,"September 20, 2021 16:46"
3565,98,"Itaim Bibi, São Paulo - SP",2 Quartos,3 Banheiros,1 Vaga,R$ 5.500 /mês,R$ 1.174,"Playground
Vigia",São Paulo,"September 20, 2021 16:46"
3566,322,"Rua Professora Carolina Ribeiro, 221 - Chácara Klabin, São Paulo - SP",4 Quartos,6 Banheiros,5 Vagas,"R$ 15.000 /mês
R$ 3.000.000",R$ 3.067,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...",São Paulo,"September 20, 2021 16:46"
3567,76,"Alameda Joaquim Eugênio de Lima - Jardins, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 8.500 /mês
R$ 1.380.000",R$ 844,"Piscina
Mobiliado
Churrasqueira
Varanda
Armário na cozinha
...",São Paulo,"September 20, 2021 16:46"
3568,100,"Rua Itacema, 380 - Itaim Bibi, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 3.585 /mês,R$ 1.248,"Playground
Salão de festas
Área de serviço",São Paulo,"September 20, 2021 16:46"
3569,82,"Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 3.500 /mês
R$ 880.000",R$ 1.800,"Varanda
Jardim
Salão de festas
Escritório
Armário embutido
...",São Paulo,"September 20, 2021 16:46"
3570,120,"Rua Oscar Freire, 465 - Jardins, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 4.990 /mês,R$ 1.466,Cozinha,São Paulo,"September 20, 2021 16:46"
3571,115,"Rua Dona Veridiana, 524 - Higienópolis, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 3.312 /mês
R$ 1.100.000",R$ 1.678,"Condomínio fechado
Cozinha
Elevador
Interfone
Área de serviço",São Paulo,"September 20, 2021 16:46"
3572,38,"Rua Santo Amaro - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 583,"Elevador
Portaria 24h
Condomínio fechado
Aceita animais",São Paulo,"September 20, 2021 16:46"
3573,74,"Rua Doutor Melo Alves, 550 - Cerqueira César, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 2.990 /mês,R$ 338,"Cozinha
Interfone
Área de serviço",São Paulo,"September 20, 2021 16:46"
3574,45,"Rua Girassol - Vila Madalena, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 600,"Piscina
Interfone
Armário na cozinha",São Paulo,"September 20, 2021 16:46"
3575,80,"Rua Antônio de Oliveira, 347 - Chácara Santo Antônio, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 1.890 /mês,R$ 300,"Cozinha
Área de serviço",São Paulo,"September 20, 2021 16:46"
3576,39,"Rua Tabatinguera, 470 - Centro, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 800 /mês,R$ 415,"Elevador
Interfone",São Paulo,"September 20, 2021 16:46"
3577,64,"Rua Faustolo, 724 - Vila Romana, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 3.800 /mês,R$ 650,,São Paulo,"September 20, 2021 16:46"
3578,57,"Rua Sena Madureira, 80 - Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.100 /mês,R$ 650,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:46"
3579,45,"Rua Abílio Soares, 384 - Paraíso, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 560,"Mobiliado
Condomínio fechado
Aceita animais
Portaria 24h
Armário embutido no quarto
...",São Paulo,"September 20, 2021 16:46"
3580,215,"Rua Professor Tamandaré Toledo, 104 - Itaim Bibi, São Paulo - SP",4 Quartos,6 Banheiros,3 Vagas,R$ 14.000 /mês,R$ 2.800,"Piscina
Churrasqueira
Elevador
Aceita animais
Área de serviço
...",São Paulo,"September 20, 2021 16:46"
3581,130,"Avenida Jacutinga, 0 - Indianópolis, São Paulo - SP",3 Quartos,4 Banheiros,3 Vagas,R$ 6.000 /mês,R$ 1.959,"Salão de festas
Piscina
Playground",São Paulo,"September 20, 2021 16:46"
3582,62,"Rua Dom Constantino Barradas - Vila Gumercindo, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 615,"Piscina
Churrasqueira
Elevador
Varanda
Garagem
...",São Paulo,"September 20, 2021 16:46"
3583,45,"Vila Tolstoi, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.170 /mês,R$ 450,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:46"
3584,130,"Rua João Cachoeira, 1325 - Vila Nova Conceição, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 7.500 /mês,R$ 1.994,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...",São Paulo,"September 20, 2021 16:46"
3585,123,"Jardim Europa, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 6.100 /mês,R$ 2.365,Ar-condicionado,São Paulo,"September 20, 2021 16:46"
3586,125,"Rua Cipriano Barata - Ipiranga, São Paulo - SP",3 Quartos,5 Banheiros,2 Vagas,"R$ 5.500 /mês
R$ 1.150.000",R$ 920,"Churrasqueira
Academia
Jardim
Área de serviço
Playground
...",São Paulo,"September 20, 2021 16:46"
3587,102,"Moema, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 6.000 /mês,R$ 1.100,"Piscina
Churrasqueira
Varanda
Academia
Área de serviço
...",São Paulo,"September 20, 2021 16:46"
3588,44,"Rua Genebra, 197 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 555,"Piscina
Churrasqueira
Academia
Ar-condicionado
Varanda gourmet
...",São Paulo,"September 20, 2021 16:46"
3589,70,"Rua Doutor Assis de Moura - Vila Mariana, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 1.500 /mês
R$ 490.000",R$ 900,,São Paulo,"September 20, 2021 16:46"
3590,74,"Alameda Casa Branca, 1170 - Jardim Paulista, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 2.500 /mês,R$ 712,"Condomínio fechado
Elevador",São Paulo,"September 20, 2021 16:46"
3591,60,"Rua Oscar Freire - Pinheiros, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 2.800 /mês,R$ 555,Elevador,São Paulo,"September 20, 2021 16:46"
3592,50,"Parque Mandaqui, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.150 /mês,R$ 460,"Elevador
Cozinha
Interfone
Sistema de alarme
Circuito de segurança
...",São Paulo,"September 20, 2021 16:46"
3593,45,"Rua Ribeirópolis, 532 - Vila Independência, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.450 /mês,R$ 330,Área de serviço,São Paulo,"September 20, 2021 16:46"
3594,30,"Rua Fortunato - Santa Cecília, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 354,"Elevador
Interfone",São Paulo,"September 20, 2021 16:46"
3595,70,"Vila Leopoldina, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 2.300 /mês
R$ 710.000",R$ 1.100,"Condomínio fechado
Área de serviço",São Paulo,"September 20, 2021 16:46"
3596,139,"Cerqueira César, São Paulo - SP",2 Quartos,3 Banheiros,2 Vagas,"R$ 12.000 /mês
R$ 3.250.000",R$ 2.299,"Piscina
Mobiliado
Ar-condicionado
Área de serviço
Escritório
...",São Paulo,"September 20, 2021 16:46"
3597,96,"Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 890,"Elevador
Condomínio fechado
Academia
Aceita animais
Jardim
...",São Paulo,"September 20, 2021 16:46"
3598,63,"Rua Serra Redonda, 134 - Vila Alpina, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.100 /mês,R$ 323,"Elevador
Varanda
Ar-condicionado
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 16:46"
3599,45,"Higienópolis, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 865,"Academia
Salão de jogos
Varanda
Sauna",São Paulo,"September 20, 2021 16:46"
3600,30,"Rua Fortunato - Santa Cecília, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 354,"Elevador
Interfone",São Paulo,"September 20, 2021 16:46"
3601,70,"Vila Leopoldina, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 2.300 /mês
R$ 710.000",R$ 1.100,"Condomínio fechado
Área de serviço",São Paulo,"September 20, 2021 16:46"
3602,139,"Cerqueira César, São Paulo - SP",2 Quartos,3 Banheiros,2 Vagas,"R$ 12.000 /mês
R$ 3.250.000",R$ 2.299,"Piscina
Mobiliado
Ar-condicionado
Área de serviço
Escritório
...",São Paulo,"September 20, 2021 16:46"
3603,96,"Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 890,"Elevador
Condomínio fechado
Academia
Aceita animais
Jardim
...",São Paulo,"September 20, 2021 16:46"
3604,63,"Rua Serra Redonda, 134 - Vila Alpina, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.100 /mês,R$ 323,"Elevador
Varanda
Ar-condicionado
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 16:47"
3605,45,"Higienópolis, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 865,"Academia
Salão de jogos
Varanda
Sauna",São Paulo,"September 20, 2021 16:47"
3606,70,"Jaguaré, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 812,"Piscina
Churrasqueira
Academia
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:47"
3607,55,"Vila Leopoldina, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 689,"Piscina
Mobiliado
Churrasqueira
Varanda
Academia
...",São Paulo,"September 20, 2021 16:47"
3608,48,"Rua Professor Atílio Innocenti - Vila Nova Conceição, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.670 /mês,R$ 890,"Piscina
Churrasqueira
Varanda
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 16:47"
3609,55,"Avenida dos Imarés - Moema, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 3.300 /mês,R$ 780,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...",São Paulo,"September 20, 2021 16:47"
3610,28,"Rua Guaraiúva, 450 - Cidade Monções, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 450,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:47"
3611,128,"Rua Edson, 900 - Campo Belo, São Paulo - SP",3 Quartos,4 Banheiros,1 Vaga,"R$ 4.500 /mês
R$ 1.200.000",R$ 1.300,"Piscina
Academia
Jardim
Área de serviço
Playground
...",São Paulo,"September 20, 2021 16:47"
3612,337,"Rua Itapeti, 141 - Tatuapé, São Paulo - SP",4 Quartos,6 Banheiros,5 Vagas,"R$ 35.000 /mês
R$ 7.500.000",R$ 3.500,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:47"
3613,70,"Rua Vicente de Sabóia - Vila Nova Alba, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 1.800 /mês
R$ 430.000",R$ 590,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:47"
3614,72,"Rua Japurá - Bela Vista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.350 /mês,R$ 630,"Cozinha
Elevador
Escritório",São Paulo,"September 20, 2021 16:47"
3615,222,"Jardim América, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 12.000 /mês,R$ 2.050,"Academia
Playground
Salão de festas",São Paulo,"September 20, 2021 16:47"
3616,101,"Rua Passo da Pátria - Vila Leopoldina, São Paulo - SP",2 Quartos,4 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 940,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:47"
3617,48,"Rua Major Quedinho - Centro, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 680,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:47"
3618,74,"Avenida Washington Luís, 7011 - Santo Amaro, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,"R$ 2.500 /mês
R$ 470.000",R$ 260,"Ar-condicionado
Interfone",São Paulo,"September 20, 2021 16:47"
3619,50,"Rua Pedroso Alvarenga, 186 - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 771,"Elevador
Condomínio fechado
Aceita animais
Portaria 24h
Cozinha americana
...",São Paulo,"September 20, 2021 16:47"
3620,50,"Santana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 590,"Piscina
Churrasqueira
Varanda
Área de serviço
Quadra poliesportiva
...",São Paulo,"September 20, 2021 16:47"
3621,72,"Penha De Franca, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 2.200 /mês
R$ 640.000",R$ 489,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Quadra poliesportiva
...",São Paulo,"September 20, 2021 16:47"
3622,68,"Rua Pais Leme, 215 - Pinheiros, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 5.400 /mês,R$ 1.000,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...",São Paulo,"September 20, 2021 16:47"
